Date,Open,High,Low,Close,Adj Close,Volume
2021-04-21,1.393728,1.394895,1.388696,1.393884,1.393884,0
2021-04-22,1.393280,1.395089,1.382858,1.393185,1.393185,0
2021-04-23,1.384409,1.389661,1.383719,1.384026,1.384026,0
2021-04-26,1.386713,1.392932,1.386674,1.386636,1.386636,0
2021-04-27,1.389468,1.392350,1.385944,1.389564,1.389564,0
2021-04-28,1.390301,1.392195,1.386251,1.390356,1.390356,0
2021-04-29,1.395673,1.397585,1.393301,1.395673,1.395673,0
2021-04-30,1.395050,1.395868,1.381025,1.395284,1.395284,0
2021-05-03,1.381922,1.393107,1.380548,1.381979,1.381979,0
2021-05-04,1.390395,1.390627,1.384064,1.390376,1.390376,0
2021-05-05,1.388870,1.392641,1.387790,1.388812,1.388812,0
2021-05-06,1.391246,1.393825,1.386655,1.390975,1.390975,0
2021-05-07,1.389642,1.400070,1.389198,1.389854,1.389854,0
2021-05-10,1.403749,1.415769,1.401581,1.404120,1.404120,0
2021-05-11,1.413228,1.415789,1.410656,1.413128,1.413128,0
2021-05-12,1.413727,1.415027,1.407836,1.413827,1.413827,0
2021-05-13,1.406035,1.407935,1.400796,1.406371,1.406371,0
2021-05-14,1.404692,1.411034,1.403706,1.405086,1.405086,0
2021-05-17,1.410000,1.412829,1.407856,1.410179,1.410179,0
2021-05-18,1.414847,1.422050,1.414687,1.414867,1.414867,0
2021-05-19,1.419003,1.420200,1.413408,1.418802,1.418802,0
2021-05-20,1.410795,1.418138,1.410318,1.410616,1.410616,0
2021-05-21,1.418681,1.423346,1.415428,1.418560,1.418560,0
2021-05-24,1.414027,1.417133,1.411851,1.414287,1.414287,0
2021-05-25,1.415689,1.421040,1.411771,1.415609,1.415609,0
2021-05-26,1.414327,1.417635,1.411931,1.414387,1.414387,0
2021-05-27,1.411313,1.419487,1.409225,1.411612,1.411612,0
2021-05-28,1.420354,1.420656,1.413707,1.420374,1.420374,0
2021-05-31,1.418239,1.421686,1.416591,1.418037,1.418037,0
2021-06-01,1.422758,1.424725,1.415568,1.422678,1.422678,0
2021-06-02,1.415669,1.418440,1.411512,1.415709,1.415709,0
2021-06-03,1.417214,1.420192,1.409304,1.417193,1.417193,0
2021-06-04,1.411034,1.420051,1.408599,1.410994,1.410994,0
2021-06-07,1.416190,1.418399,1.411233,1.416431,1.416431,0
2021-06-08,1.417649,1.418641,1.412370,1.417656,1.417656,0
2021-06-09,1.414827,1.418842,1.411572,1.414988,1.414988,0
2021-06-10,1.411114,1.417053,1.407559,1.411233,1.411233,0
2021-06-11,1.417113,1.418641,1.410636,1.417013,1.417013,0
2021-06-14,1.412031,1.412429,1.407162,1.411931,1.411931,0
2021-06-15,1.411034,1.412848,1.403686,1.410994,1.410994,0
2021-06-16,1.408312,1.413228,1.407697,1.408153,1.408153,0
2021-06-17,1.398347,1.400953,1.391208,1.399071,1.399071,0
2021-06-18,1.393903,1.394506,1.379710,1.393864,1.393864,0
2021-06-21,1.381654,1.391982,1.378721,1.381712,1.381712,0
2021-06-22,1.392312,1.393049,1.386328,1.392540,1.392540,0
2021-06-23,1.394875,1.400168,1.392486,1.394992,1.394992,0
2021-06-24,1.396824,1.398660,1.389159,1.396746,1.396746,0
2021-06-25,1.391788,1.393728,1.389217,1.391692,1.391692,0
2021-06-28,1.389700,1.393922,1.387675,1.389506,1.389506,0
2021-06-29,1.387925,1.388118,1.381597,1.387906,1.387906,0
2021-06-30,1.384179,1.387155,1.380529,1.384275,1.384275,0
2021-07-01,1.382762,1.383317,1.376387,1.382915,1.382915,0
2021-07-02,1.375970,1.379767,1.373872,1.375951,1.375951,0
2021-07-05,1.382935,1.386386,1.381922,1.383126,1.383126,0
2021-07-06,1.385329,1.389854,1.378987,1.385617,1.385617,0
2021-07-07,1.380091,1.384050,1.375743,1.380567,1.380567,0
2021-07-08,1.379958,1.380281,1.374249,1.380110,1.380110,0
2021-07-09,1.379310,1.387732,1.376046,1.379082,1.379082,0
2021-07-12,1.389854,1.391014,1.384045,1.389951,1.389951,0
2021-07-13,1.388966,1.390627,1.380167,1.388696,1.388696,0
2021-07-14,1.380434,1.389101,1.380243,1.380605,1.380605,0
2021-07-15,1.385713,1.389758,1.381406,1.385809,1.385809,0
2021-07-16,1.382973,1.386194,1.377429,1.382973,1.382973,0
2021-07-19,1.376216,1.376292,1.366568,1.376387,1.376387,0
2021-07-20,1.366867,1.368869,1.357368,1.366998,1.366998,0
2021-07-21,1.363457,1.369488,1.359194,1.363327,1.363327,0
2021-07-22,1.371261,1.378759,1.369300,1.371404,1.371404,0
2021-07-23,1.377410,1.378094,1.372119,1.377390,1.377390,0
