Date,Open,High,Low,Close,Adj Close,Volume
2012-07-24,23.590000,23.834999,23.590000,23.834999,23.834999,322
2012-07-25,23.290001,23.680000,23.290001,23.680000,23.680000,0
2012-07-26,22.270000,22.430000,22.200001,22.200001,22.200001,620
2012-07-27,19.690001,20.490000,18.600000,18.600000,18.600000,5305
2012-07-30,19.990000,19.990000,18.995001,18.995001,18.995001,1375
2012-07-31,19.200001,19.200001,18.955000,19.010000,19.010000,390
2012-08-01,17.615000,17.615000,17.129999,17.129999,17.129999,4803
2012-08-02,17.174999,17.174999,16.395000,16.395000,16.395000,0
2012-08-03,16.559999,17.745001,16.250000,17.745001,17.745001,6472
2012-08-06,17.209999,17.240000,17.209999,17.240000,17.240000,115
2012-08-07,17.690001,17.990000,17.514999,17.514999,17.514999,3388
2012-08-08,16.674999,16.895000,16.674999,16.895000,16.895000,0
2012-08-09,16.690001,16.815001,16.690001,16.815001,16.815001,55
2012-08-10,17.075001,17.215000,17.075001,17.215000,17.215000,0
2012-08-13,17.459999,17.605000,17.459999,17.605000,17.605000,298
2012-08-14,17.580000,17.580000,17.235001,17.235001,17.235001,140
2012-08-15,16.525000,17.030001,16.344999,17.030001,17.030001,4045
2012-08-16,17.174999,17.174999,16.940001,16.940001,16.940001,200
2012-08-17,16.000000,16.129999,15.975000,16.129999,16.129999,1022
2012-08-20,15.535000,15.540000,15.530000,15.540000,15.540000,325
2012-08-21,16.045000,16.080000,15.750000,15.750000,15.750000,22
2012-08-22,15.380000,15.380000,15.380000,15.380000,15.380000,3000
2012-08-23,15.575000,15.575000,15.575000,15.575000,15.575000,0
2012-08-24,15.515000,15.515000,15.515000,15.515000,15.515000,3020
2012-08-27,15.445000,15.445000,15.445000,15.445000,15.445000,0
2012-08-28,15.295000,15.295000,15.295000,15.295000,15.295000,0
2012-08-29,15.445000,15.445000,15.445000,15.445000,15.445000,0
2012-08-30,15.085000,15.180000,15.085000,15.180000,15.180000,75
2012-08-31,15.210000,15.210000,14.540000,14.625000,14.625000,229
2012-09-03,14.350000,14.350000,14.350000,14.350000,14.350000,4
2012-09-04,14.320000,14.320000,14.320000,14.320000,14.320000,0
2012-09-05,14.330000,14.330000,14.330000,14.330000,14.330000,0
2012-09-06,14.790000,15.000000,14.790000,15.000000,15.000000,800
2012-09-07,14.980000,15.060000,14.980000,15.060000,15.060000,40
2012-09-10,14.760000,14.760000,14.760000,14.760000,14.760000,0
2012-09-11,14.640000,15.105000,14.640000,15.105000,15.105000,200
2012-09-12,15.650000,16.000000,15.650000,16.000000,16.000000,77
2012-09-13,16.295000,16.430000,16.180000,16.260000,16.260000,718
2012-09-14,15.980000,16.150000,15.950000,15.950000,15.950000,650
2012-09-17,16.850000,17.100000,16.820000,17.100000,17.100000,830
2012-09-18,16.434999,16.434999,16.434999,16.434999,16.434999,0
2012-09-19,16.795000,16.795000,16.785000,16.785000,16.785000,65
2012-09-20,17.775000,17.775000,17.775000,17.775000,17.775000,0
2012-09-21,17.395000,17.665001,17.395000,17.665001,17.665001,90
2012-09-24,17.504999,17.504999,16.000000,16.020000,16.020000,225
2012-09-25,16.000000,16.250000,15.700000,16.049999,16.049999,1400
2012-09-26,15.745000,15.840000,15.745000,15.840000,15.840000,350
2012-09-27,16.065001,16.065001,16.065001,16.065001,16.065001,0
2012-09-28,15.945000,15.945000,15.945000,15.945000,15.945000,0
2012-10-01,16.865000,16.865000,16.865000,16.865000,16.865000,0
2012-10-02,17.075001,17.075001,17.075001,17.075001,17.075001,0
2012-10-04,16.885000,16.940001,16.504999,16.504999,16.504999,100
2012-10-05,16.725000,16.725000,16.434999,16.434999,16.434999,1000
2012-10-08,16.000000,16.000000,16.000000,16.000000,16.000000,100
2012-10-09,15.595000,15.595000,15.595000,15.595000,15.595000,0
2012-10-10,15.645000,15.645000,15.645000,15.645000,15.645000,0
2012-10-11,15.265000,15.265000,15.265000,15.265000,15.265000,0
2012-10-12,15.245000,15.245000,15.245000,15.245000,15.245000,0
2012-10-15,15.075000,15.075000,15.075000,15.075000,15.075000,0
2012-10-16,15.085000,15.085000,14.945000,14.985000,14.985000,1020
2012-10-17,14.880000,14.955000,14.880000,14.955000,14.955000,0
2012-10-18,15.055000,15.055000,15.055000,15.055000,15.055000,0
2012-10-19,14.520000,14.520000,14.520000,14.520000,14.520000,0
2012-10-22,14.690000,14.690000,14.690000,14.690000,14.690000,700
2012-10-23,14.930000,14.930000,14.900000,14.900000,14.900000,143
2012-10-24,17.100000,19.110001,16.750000,18.235001,18.235001,1705
2012-10-25,18.155001,18.155001,18.155001,18.155001,18.155001,115
2012-10-26,17.235001,17.235001,17.235001,17.235001,17.235001,0
2012-10-29,16.795000,16.795000,16.795000,16.795000,16.795000,0
2012-10-30,16.844999,17.000000,16.844999,17.000000,17.000000,12
2012-10-31,16.735001,16.735001,16.735001,16.735001,16.735001,0
2012-11-02,16.455000,16.500000,16.455000,16.500000,16.500000,200
2012-11-05,16.504999,16.820000,16.504999,16.680000,16.680000,100
2012-11-06,16.565001,16.565001,16.340000,16.340000,16.340000,0
2012-11-07,16.504999,16.504999,16.504999,16.504999,16.504999,0
2012-11-08,16.084999,16.084999,16.084999,16.084999,16.084999,0
2012-11-09,15.635000,15.635000,15.635000,15.635000,15.635000,0
2012-11-12,15.135000,15.135000,15.135000,15.135000,15.135000,0
2012-11-13,15.605000,15.605000,15.605000,15.605000,15.605000,0
2012-11-14,15.485000,16.570000,15.485000,16.570000,16.570000,50
2012-11-15,17.680000,17.680000,17.100000,17.180000,17.180000,310
2012-11-16,17.510000,18.625000,17.510000,18.385000,18.385000,175
2012-11-19,18.525000,18.719999,18.125000,18.125000,18.125000,111
2012-11-20,17.815001,17.875000,17.815001,17.875000,17.875000,0
2012-11-21,18.145000,18.145000,18.145000,18.145000,18.145000,0
2012-11-22,19.000000,19.000000,19.000000,19.000000,19.000000,35
2012-11-23,18.805000,18.805000,18.805000,18.805000,18.805000,0
2012-11-26,18.785000,20.094999,18.785000,20.094999,20.094999,309
2012-11-27,20.094999,20.094999,20.094999,20.094999,20.094999,15
2012-11-28,20.129999,20.129999,20.129999,20.129999,20.129999,0
2012-11-29,20.309999,20.395000,20.309999,20.395000,20.395000,8
2012-11-30,20.924999,21.030001,20.840000,21.030001,21.030001,435
2012-12-03,21.340000,21.799999,21.340000,21.799999,21.799999,207
2012-12-04,20.549999,21.195000,20.549999,21.020000,21.020000,1877
2012-12-05,21.270000,21.270000,20.920000,20.950001,20.950001,180
2012-12-06,21.180000,21.180000,21.180000,21.180000,21.180000,0
2012-12-07,21.000000,21.000000,20.930000,20.930000,20.930000,1100
2012-12-10,21.400000,21.400000,21.400000,21.400000,21.400000,8
2012-12-11,21.420000,21.450001,21.420000,21.450001,21.450001,0
2012-12-12,21.594999,21.594999,21.594999,21.594999,21.594999,500
2012-12-13,20.969999,20.969999,20.969999,20.969999,20.969999,0
2012-12-14,21.410000,21.410000,20.610001,20.730000,20.730000,8
2012-12-17,20.309999,20.309999,20.100000,20.100000,20.100000,100
2012-12-18,20.309999,20.500000,20.309999,20.500000,20.500000,4
2012-12-19,21.200001,21.200001,21.200001,21.200001,21.200001,65
2012-12-20,20.620001,20.900000,20.620001,20.709999,20.709999,515
2012-12-21,20.410000,20.410000,20.410000,20.410000,20.410000,0
2012-12-27,19.934999,19.934999,19.934999,19.934999,19.934999,0
2012-12-28,19.615000,19.615000,19.615000,19.615000,19.615000,0
2013-01-02,20.110001,21.340000,20.110001,21.340000,21.340000,50
2013-01-03,21.280001,21.590000,21.219999,21.219999,21.219999,0
2013-01-04,21.320000,21.915001,21.320000,21.915001,21.915001,222
2013-01-07,22.040001,22.400000,22.040001,22.400000,22.400000,200
2013-01-08,22.230000,22.615000,22.230000,22.230000,22.230000,1000
2013-01-09,22.370001,22.370001,22.370001,22.370001,22.370001,0
2013-01-10,23.400000,23.480000,23.400000,23.434999,23.434999,12
2013-01-11,23.600000,23.700001,23.600000,23.700001,23.700001,160
2013-01-14,24.000000,24.264999,24.000000,24.264999,24.264999,1000
2013-01-15,23.209999,23.420000,23.195000,23.195000,23.195000,1300
2013-01-16,22.530001,22.600000,22.530001,22.600000,22.600000,218
2013-01-17,22.340000,22.570000,22.340000,22.520000,22.520000,0
2013-01-18,22.500000,22.600000,22.110001,22.110001,22.110001,0
2013-01-21,22.290001,22.290001,22.290001,22.290001,22.290001,0
2013-01-22,22.309999,22.309999,22.309999,22.309999,22.309999,0
2013-01-23,23.240000,23.514999,23.240000,23.514999,23.514999,100
2013-01-24,22.870001,23.360001,22.870001,23.100000,23.100000,5
2013-01-25,23.160000,23.160000,23.160000,23.160000,23.160000,0
2013-01-28,23.665001,23.900000,23.665001,23.900000,23.900000,210
2013-01-29,24.090000,24.090000,24.090000,24.090000,24.090000,0
2013-01-30,23.000000,23.010000,23.000000,23.010000,23.010000,0
2013-01-31,22.100000,22.100000,21.719999,21.719999,21.719999,100
2013-02-01,22.830000,22.830000,22.020000,22.049999,22.049999,450
2013-02-04,21.639999,21.639999,20.930000,20.930000,20.930000,120
2013-02-05,20.690001,21.150000,20.690001,21.120001,21.120001,0
2013-02-06,21.150000,21.250000,21.150000,21.245001,21.245001,24
2013-02-07,21.469999,21.469999,21.469999,21.469999,21.469999,0
2013-02-08,21.299999,21.705000,21.299999,21.705000,21.705000,230
2013-02-11,21.469999,21.469999,20.980000,20.980000,20.980000,1088
2013-02-12,20.410000,20.410000,20.410000,20.410000,20.410000,0
2013-02-13,20.320000,20.950001,20.320000,20.950001,20.950001,0
2013-02-14,20.809999,20.809999,20.809999,20.809999,20.809999,0
2013-02-15,21.309999,21.309999,21.309999,21.309999,21.309999,0
2013-02-18,21.180000,21.180000,21.120001,21.120001,21.120001,0
2013-02-19,21.030001,21.030001,21.030001,21.030001,21.030001,0
2013-02-20,21.549999,21.549999,21.549999,21.549999,21.549999,0
2013-02-21,21.469999,21.469999,20.855000,20.855000,20.855000,0
2013-02-22,20.740000,20.740000,20.740000,20.740000,20.740000,0
2013-02-25,20.420000,20.420000,20.420000,20.420000,20.420000,0
2013-02-26,20.780001,20.780001,20.780001,20.780001,20.780001,0
2013-02-27,20.930000,20.930000,20.930000,20.930000,20.930000,0
2013-02-28,20.360001,20.360001,20.230000,20.230000,20.230000,48
2013-03-01,20.610001,20.610001,20.610001,20.610001,20.610001,0
2013-03-04,21.350000,21.450001,21.350000,21.450001,21.450001,17
2013-03-05,21.250000,21.250000,21.250000,21.250000,21.250000,200
2013-03-06,21.260000,21.260000,21.260000,21.260000,21.260000,0
2013-03-07,21.250000,21.250000,21.250000,21.250000,21.250000,100
2013-03-08,21.830000,21.830000,21.830000,21.830000,21.830000,0
2013-03-11,21.410000,21.830000,21.410000,21.830000,21.830000,10
2013-03-12,21.549999,21.549999,21.549999,21.549999,21.549999,0
2013-03-13,21.240000,21.240000,21.240000,21.240000,21.240000,0
2013-03-14,20.750000,20.750000,20.750000,20.750000,20.750000,0
2013-03-15,20.670000,20.670000,20.670000,20.670000,20.670000,0
2013-03-18,20.190001,20.190001,20.190001,20.190001,20.190001,0
2013-03-19,20.799999,20.799999,20.799999,20.799999,20.799999,400
2013-03-20,20.580000,20.580000,20.000000,20.000000,20.000000,0
2013-03-21,19.950001,19.950001,19.950001,19.950001,19.950001,150
2013-03-22,19.915001,19.915001,19.915001,19.915001,19.915001,0
2013-03-25,20.000000,20.000000,19.450001,19.450001,19.450001,700
2013-03-26,19.535000,19.535000,19.535000,19.535000,19.535000,20
2013-03-27,19.495001,19.495001,19.495001,19.495001,19.495001,0
2013-03-28,20.290001,20.475000,19.915001,19.915001,19.915001,300
2013-04-02,19.850000,20.129999,19.850000,20.129999,20.129999,112
2013-04-03,19.775000,19.775000,19.775000,19.775000,19.775000,0
2013-04-04,20.600000,20.600000,20.600000,20.600000,20.600000,20
2013-04-05,21.020000,21.020000,21.020000,21.020000,21.020000,0
2013-04-08,21.000000,21.000000,21.000000,21.000000,21.000000,10
2013-04-09,20.450001,20.500000,20.450001,20.500000,20.500000,1
2013-04-10,20.600000,20.600000,20.600000,20.600000,20.600000,0
2013-04-11,20.990000,21.290001,20.990000,21.290001,21.290001,0
2013-04-12,21.299999,21.299999,21.299999,21.299999,21.299999,0
2013-04-15,20.760000,20.760000,20.469999,20.469999,20.469999,0
2013-04-16,20.190001,20.190001,20.190001,20.190001,20.190001,0
2013-04-17,20.260000,20.510000,20.250000,20.250000,20.250000,100
2013-04-18,20.330000,20.525000,20.290001,20.290001,20.290001,22
2013-04-19,19.584999,19.584999,19.584999,19.584999,19.584999,0
2013-04-22,19.715000,19.715000,19.715000,19.715000,19.715000,0
2013-04-23,19.825001,19.825001,19.825001,19.825001,19.825001,0
2013-04-24,19.980000,19.980000,19.980000,19.980000,19.980000,0
2013-04-25,19.900000,19.900000,19.900000,19.900000,19.900000,0
2013-04-26,20.049999,20.525000,20.049999,20.525000,20.525000,15
2013-04-29,20.559999,20.559999,20.559999,20.559999,20.559999,0
2013-04-30,20.690001,20.690001,20.690001,20.690001,20.690001,0
2013-05-02,20.850000,21.855000,20.850000,21.855000,21.855000,25
2013-05-03,22.100000,22.100000,21.650000,21.650000,21.650000,0
2013-05-06,21.600000,21.600000,21.600000,21.600000,21.600000,60
2013-05-07,21.049999,21.049999,21.049999,21.049999,21.049999,0
2013-05-08,20.490000,20.490000,20.490000,20.490000,20.490000,200
2013-05-09,20.480000,20.900000,20.480000,20.900000,20.900000,0
2013-05-10,20.740000,20.740000,20.740000,20.740000,20.740000,0
2013-05-13,20.490000,20.490000,20.490000,20.490000,20.490000,0
2013-05-14,20.530001,20.530001,20.530001,20.530001,20.530001,0
2013-05-15,20.980000,20.980000,20.980000,20.980000,20.980000,0
2013-05-16,20.660000,20.660000,20.660000,20.660000,20.660000,0
2013-05-17,20.340000,20.340000,20.340000,20.340000,20.340000,0
2013-05-20,20.340000,20.340000,20.340000,20.340000,20.340000,0
2013-05-21,20.059999,20.084999,20.059999,20.084999,20.084999,250
2013-05-22,19.895000,19.895000,19.895000,19.895000,19.895000,0
2013-05-23,19.375000,19.375000,19.375000,19.375000,19.375000,0
2013-05-24,19.295000,19.450001,18.830000,19.000000,19.000000,318
2013-05-27,18.844999,18.844999,18.844999,18.844999,18.844999,0
2013-05-28,18.795000,18.795000,18.795000,18.795000,18.795000,0
2013-05-29,18.625000,18.625000,18.625000,18.625000,18.625000,0
2013-05-30,18.115000,18.115000,18.115000,18.115000,18.115000,100
2013-05-31,18.980000,18.980000,18.955000,18.969999,18.969999,288
2013-06-03,18.785000,18.785000,18.200001,18.275000,18.275000,275
2013-06-04,18.105000,18.105000,18.105000,18.105000,18.105000,0
2013-06-05,17.985001,17.985001,17.985001,17.985001,17.985001,0
2013-06-06,17.525000,17.525000,17.525000,17.525000,17.525000,0
2013-06-07,17.325001,17.540001,17.325001,17.540001,17.540001,200
2013-06-10,17.695000,17.900000,17.695000,17.900000,17.900000,5
2013-06-11,18.334999,18.334999,18.334999,18.334999,18.334999,0
2013-06-12,18.065001,18.070000,18.065001,18.070000,18.070000,235
2013-06-13,17.745001,17.745001,17.745001,17.745001,17.745001,0
2013-06-14,17.805000,17.820000,17.805000,17.820000,17.820000,0
2013-06-17,17.715000,17.715000,17.715000,17.715000,17.715000,0
2013-06-18,17.924999,18.299999,17.924999,18.299999,18.299999,52
2013-06-19,18.055000,18.055000,18.055000,18.055000,18.055000,0
2013-06-20,18.135000,18.455000,18.135000,18.455000,18.455000,365
2013-06-21,18.395000,18.395000,18.395000,18.395000,18.395000,0
2013-06-24,18.594999,18.594999,18.594999,18.594999,18.594999,0
2013-06-25,18.254999,18.254999,18.254999,18.254999,18.254999,0
2013-06-26,18.705000,18.705000,18.705000,18.705000,18.705000,0
2013-06-27,18.525000,18.525000,18.525000,18.525000,18.525000,0
2013-06-28,18.754999,18.754999,18.754999,18.754999,18.754999,0
2013-07-01,19.075001,19.075001,19.075001,19.075001,19.075001,0
2013-07-02,19.035000,19.120001,19.035000,19.045000,19.045000,370
2013-07-03,18.655001,18.655001,18.655001,18.655001,18.655001,0
2013-07-04,18.785000,18.785000,18.785000,18.785000,18.785000,0
2013-07-05,19.125000,19.125000,19.070000,19.070000,19.070000,258
2013-07-08,18.975000,18.975000,18.975000,18.975000,18.975000,0
2013-07-09,19.355000,19.355000,19.355000,19.355000,19.355000,0
2013-07-10,19.600000,19.990000,19.600000,19.990000,19.990000,2
2013-07-11,19.795000,19.795000,19.795000,19.795000,19.795000,20
2013-07-12,19.705000,19.705000,19.705000,19.705000,19.705000,0
2013-07-15,19.695000,19.910000,19.695000,19.910000,19.910000,30
2013-07-16,19.955000,19.955000,19.955000,19.955000,19.955000,0
2013-07-17,19.980000,20.250000,19.980000,20.250000,20.250000,3
2013-07-18,20.299999,20.299999,20.299999,20.299999,20.299999,0
2013-07-19,19.575001,19.575001,19.575001,19.575001,19.575001,0
2013-07-22,19.695000,19.695000,19.695000,19.695000,19.695000,0
2013-07-23,19.834999,19.834999,19.834999,19.834999,19.834999,0
2013-07-24,19.825001,19.825001,19.825001,19.825001,19.825001,0
2013-07-25,23.450001,25.219999,23.209999,25.219999,25.219999,806
2013-07-26,26.150000,26.150000,25.495001,25.495001,25.495001,660
2013-07-29,25.610001,25.610001,25.610001,25.610001,25.610001,520
2013-07-30,26.684999,27.635000,26.684999,27.635000,27.635000,20
2013-07-31,28.305000,28.645000,28.305000,28.645000,28.645000,100
2013-08-01,27.790001,28.790001,27.790001,28.790001,28.790001,20
2013-08-02,28.580000,28.730000,28.420000,28.730000,28.730000,1081
2013-08-05,28.730000,28.730000,28.730000,28.730000,28.730000,1000
2013-08-06,29.575001,29.575001,28.799999,28.799999,28.799999,850
2013-08-07,28.795000,28.795000,28.795000,28.795000,28.795000,0
2013-08-08,29.075001,29.075001,29.075001,29.075001,29.075001,0
2013-08-09,28.684999,28.684999,28.684999,28.684999,28.684999,0
2013-08-12,28.775000,28.799999,28.670000,28.799999,28.799999,280
2013-08-13,28.700001,28.795000,28.700001,28.795000,28.795000,205
2013-08-14,27.645000,27.645000,27.645000,27.645000,27.645000,113
2013-08-15,27.500000,27.500000,27.500000,27.500000,27.500000,0
2013-08-16,27.559999,27.559999,27.559999,27.559999,27.559999,70
2013-08-19,27.924999,27.924999,27.865000,27.865000,27.865000,2600
2013-08-20,28.395000,28.395000,28.209999,28.209999,28.209999,250
2013-08-21,28.775000,28.775000,28.775000,28.775000,28.775000,0
2013-08-22,28.870001,28.900000,28.850000,28.900000,28.900000,385
2013-08-23,28.764999,29.915001,28.764999,29.915001,29.915001,981
2013-08-26,30.370001,30.600000,30.330000,30.600000,30.600000,149
2013-08-27,30.860001,30.860001,30.700001,30.700001,30.700001,810
2013-08-28,29.545000,30.559999,29.495001,30.559999,30.559999,315
2013-08-29,30.600000,31.570000,30.600000,31.205000,31.205000,995
2013-08-30,31.379999,31.760000,30.990000,31.455000,31.455000,159
2013-09-02,31.520000,31.840000,31.520000,31.840000,31.840000,0
2013-09-03,31.780001,31.950001,31.780001,31.950001,31.950001,60
2013-09-04,32.000000,32.000000,31.690001,31.690001,31.690001,1575
2013-09-05,31.680000,32.549999,31.680000,32.549999,32.549999,15
2013-09-06,32.250000,33.689999,32.250000,33.689999,33.689999,212
2013-09-09,33.520000,33.535000,33.520000,33.529999,33.529999,1050
2013-09-10,33.349998,33.415001,33.349998,33.415001,33.415001,300
2013-09-11,32.740002,32.740002,32.709999,32.709999,32.709999,600
2013-09-12,34.029999,34.445000,33.919998,34.349998,34.349998,2150
2013-09-13,33.910000,33.910000,33.799999,33.880001,33.880001,206
2013-09-16,33.320000,33.650002,33.320000,33.650002,33.650002,100
2013-09-17,31.400000,32.000000,31.400000,32.000000,32.000000,3062
2013-09-18,33.820000,33.910000,33.820000,33.910000,33.910000,191
2013-09-19,33.299999,33.990002,33.299999,33.990002,33.990002,190
2013-09-20,33.930000,34.400002,33.930000,34.400002,34.400002,520
2013-09-23,35.000000,35.000000,34.250000,34.250000,34.250000,1015
2013-09-24,35.400002,36.580002,35.400002,36.580002,36.580002,1060
2013-09-25,35.875000,35.875000,35.875000,35.875000,35.875000,400
2013-09-26,36.584999,37.439999,36.584999,37.439999,37.439999,1229
2013-09-27,37.570000,37.570000,37.570000,37.570000,37.570000,0
2013-09-30,37.900002,37.900002,37.599998,37.770000,37.770000,205
2013-10-01,37.000000,37.209999,36.900002,37.209999,37.209999,1925
2013-10-02,37.500000,37.500000,36.900002,36.900002,36.900002,2350
2013-10-03,36.700001,36.700001,36.040001,36.419998,36.419998,0
2013-10-04,36.200001,37.619999,36.200001,37.619999,37.619999,298
2013-10-07,37.345001,37.599998,37.105000,37.290001,37.290001,2940
2013-10-08,37.209999,37.240002,34.855000,34.965000,34.965000,3950
2013-10-09,34.750000,35.275002,33.685001,34.544998,34.544998,939
2013-10-10,34.820000,35.779999,34.820000,35.779999,35.779999,1010
2013-10-11,36.174999,36.685001,36.174999,36.685001,36.685001,110
2013-10-14,35.900002,35.900002,35.900002,35.900002,35.900002,55
2013-10-15,36.654999,37.465000,36.654999,37.424999,37.424999,135
2013-10-16,36.715000,37.439999,36.715000,37.360001,37.360001,640
2013-10-17,37.555000,37.895000,37.514999,37.895000,37.895000,126
2013-10-18,39.044998,39.794998,38.855000,39.794998,39.794998,860
2013-10-21,39.715000,40.025002,39.715000,39.764999,39.764999,5
2013-10-22,39.415001,39.755001,38.575001,38.575001,38.575001,1630
2013-10-23,38.125000,38.125000,37.634998,37.634998,37.634998,2300
2013-10-24,38.025002,38.025002,37.955002,37.955002,37.955002,140
2013-10-25,38.529999,38.650002,38.049999,38.049999,38.049999,600
2013-10-28,37.970001,37.970001,37.970001,37.970001,37.970001,53
2013-10-29,36.724998,36.830002,36.599998,36.599998,36.599998,445
2013-10-30,36.099998,36.599998,36.099998,36.290001,36.290001,295
2013-10-31,36.415001,38.090000,35.845001,38.090000,38.090000,186
2013-11-01,37.049999,38.145000,36.919998,36.919998,36.919998,0
2013-11-04,36.945000,36.945000,36.000000,36.119999,36.119999,1852
2013-11-05,35.615002,36.740002,35.334999,36.735001,36.735001,800
2013-11-06,37.000000,37.349998,36.099998,36.099998,36.099998,323
2013-11-07,36.294998,36.294998,35.849998,35.849998,35.849998,75
2013-11-08,35.625000,35.625000,35.625000,35.625000,35.625000,0
2013-11-11,35.584999,35.584999,34.990002,35.340000,35.340000,315
2013-11-12,34.325001,34.325001,34.279999,34.279999,34.279999,1800
2013-11-13,34.634998,34.634998,34.634998,34.634998,34.634998,0
2013-11-14,35.775002,36.540001,35.775002,36.099998,36.099998,0
2013-11-15,36.235001,36.549999,36.235001,36.400002,36.400002,0
2013-11-18,36.215000,36.215000,34.759998,34.759998,34.759998,67
2013-11-19,33.884998,33.884998,33.884998,33.884998,33.884998,0
2013-11-20,34.064999,35.025002,34.064999,35.009998,35.009998,100
2013-11-21,34.415001,34.900002,34.415001,34.900002,34.900002,0
2013-11-22,34.564999,34.564999,34.564999,34.564999,34.564999,0
2013-11-25,34.235001,34.325001,34.235001,34.325001,34.325001,1147
2013-11-26,33.064999,33.570000,33.064999,33.570000,33.570000,402
2013-11-27,33.799999,33.799999,33.799999,33.799999,33.799999,100
2013-11-28,34.165001,34.165001,34.165001,34.165001,34.165001,0
2013-11-29,34.115002,34.474998,34.115002,34.474998,34.474998,0
2013-12-02,34.395000,34.395000,34.195000,34.195000,34.195000,0
2013-12-03,34.514999,34.720001,34.285000,34.285000,34.285000,0
2013-12-04,34.349998,35.340000,34.349998,35.340000,35.340000,151
2013-12-05,35.314999,35.314999,35.314999,35.314999,35.314999,0
2013-12-06,35.235001,35.465000,34.970001,34.970001,34.970001,0
2013-12-09,34.924999,34.924999,34.849998,34.849998,34.849998,27
2013-12-10,35.465000,35.709999,35.465000,35.709999,35.709999,800
2013-12-11,36.365002,36.365002,36.365002,36.365002,36.365002,0
2013-12-12,37.250000,37.250000,37.250000,37.250000,37.250000,27
2013-12-13,37.834999,37.834999,37.834999,37.834999,37.834999,0
2013-12-16,38.669998,38.700001,38.669998,38.700001,38.700001,75
2013-12-17,39.840000,39.840000,39.810001,39.810001,39.810001,1000
2013-12-18,39.799999,39.799999,39.799999,39.799999,39.799999,20
2013-12-19,40.195000,40.205002,39.544998,39.544998,39.544998,1161
2013-12-20,40.195000,40.250000,39.900002,39.900002,39.900002,255
2013-12-23,40.325001,42.320000,40.310001,42.320000,42.320000,75
2013-12-27,41.915001,41.915001,41.369999,41.369999,41.369999,100
2013-12-30,40.205002,40.205002,39.820000,39.820000,39.820000,6
2014-01-02,39.665001,39.855000,39.665001,39.855000,39.855000,0
